,data,labels,generalisation,group
2748,What is one of the languages spoken by the Sioux called ?,1,ID,train
2749,How many bytes are in a terabyte ?,5,ID,train
2750,Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?,3,ID,test
2751,In what ways did Ivan IV support Russian expansion ?,1,ID,train
2752,Approximately how much does a teaspoon of matter weigh in a black hole ?,5,ID,train
2753,What sport is known for hooligans ?,1,ID,test
2754,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?",3,ID,train
2755,Who was Damocles ?,3,ID,train
2756,What sport was the first televised in the U.S. ?,1,ID,train
2757,Name Dondi 's adoptive grandfather .,3,ID,train
2758,When was the Congress of Vienna ?,5,ID,train
2759,What are the lyrics to `` Smelly Cat '' ?,2,ID,train
2760,How much folic acid should a pregnant woman get each day ?,5,ID,train
2761,What year was the first automobile manufactured ?,5,ID,train
2762,How many colonies did Germany get to keep after World War I ?,5,ID,train
2763,How many states have a `` lemon law '' for new automobiles ?,5,ID,test
2764,Whose biography by Maurice Zolotow is titled Shooting Star ?,3,ID,train
2765,What concerts are held in New York this week ?,1,ID,train
2766,In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?,3,ID,train
2767,What are the requirements for becoming a citizen of Australia ?,2,ID,train
2768,How old is Benny Carter ?,5,ID,train
2769,What are the top ten all-time money making NFL teams ?,3,ID,test
2770,What were hairy bank notes in the fur trade ?,1,ID,validation
2771,What is idealab ! ?,2,ID,train
2772,Which airplane did Fawaz Younis hijack ?,1,ID,train
2773,What is Win Rah ?,2,ID,train
2774,Why is the moon different sizes and colors ?,2,ID,train
2775,"What college enlivens Hanover , New Hampshire ?",3,ID,validation
2776,How close a cousin was Franklin D. to Theodore Roosevelt ?,2,ID,train
2777,Name a novel written by John Steinbeck .,1,ID,train
2778,Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,3,ID,validation
2779,What doctor is synonymous with footwear and foot care ?,3,ID,train
2780,How do boats float ?,2,ID,train
2781,"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?",5,ID,train
2782,Who founded the Unification Church ?,3,ID,train
2783,How many zeros are there in a trillion ?,5,ID,validation
2784,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",1,ID,validation
2785,What are the only players eligible to score points in Roller Derby called ?,3,ID,train
2786,What are the statistics for drunken drivers in Maryland ?,5,ID,train
2787,What ill-fated American general dragged a bull terrier named Willie through World War II ?,3,ID,train
2788,What 's the score of a forfeited baseball game ?,5,ID,train
2789,Who invented the lawnmower ?,3,ID,train
2790,What is the name of David Letterman 's dog ?,1,ID,train
2791,What U.S. senator once played basketball for the New York Knicks ?,3,ID,train
2792,What are the titles of some R-Rated Sony Playstation games ?,1,ID,train
2793,What playing card symbolizes death ?,1,ID,train
2794,What is an urban legend ?,2,ID,train
2795,What is Li 'l Abner 's last name ?,3,ID,train
2796,How many liberty bells have there been ?,5,ID,train
2797,What is Smartnet ?,2,ID,train
2798,What is a synonym for aspartame ?,1,ID,train
2799,"What are vermicilli , rigati , zitoni , and tubetti ?",2,ID,test
2800,"Name the product that is `` at your grocer 's , at your fingertips . ''",1,ID,train
2801,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?",3,ID,train
2802,How many Russians have landed on the moon ?,5,ID,train
2803,Which thrilled taste buds first - Snickers or 3 Musketeers ?,1,ID,train
2804,What animal do buffalo wings come from ?,1,ID,train
2805,What is the purpose of the SysRq key on my computer keyboard ?,2,ID,train
2806,When was Franklin D. Roosevelt stricken with polio ?,5,ID,train
2807,How do you find out what is allowed to claim as a contibution for income tax purposes ?,2,ID,train
2808,How do you build a solar car for a high school experiment ?,2,ID,train
2809,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?",1,ID,train
2810,What is the feudal system ?,2,ID,train
2811,Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?,3,ID,train
2812,What 's the geographic term for the submerged fringe of a continent ?,1,ID,train
2813,What is the main application of sodium hydrosulfite ?,2,ID,train
2814,Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?,1,ID,train
2815,What are the components of polyester ?,1,ID,train
2816,What product features a frog that says `` dig 'em '' ?,1,ID,train
2817,Who is the director of intergovernmental affairs for the San Diego county ?,3,ID,test
2818,What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?,3,ID,train
2819,What is the best brand for a laptop computer ?,1,ID,train
2820,What do pointed letters mean to a handwriting analyst ?,2,ID,train
2821,What political party is Sinn Fein a part of ?,3,ID,train
2822,What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?,1,ID,test
2823,What is the name of a Greek god ?,3,ID,train
2824,What did Englishman John Hawkins begin selling to New World colonists in 1562 ?,1,ID,test
2825,What is the starting salary for beginning lawyers ?,5,ID,train
2826,What was the man 's name who was killed in a duel with Aaron Burr ?,3,ID,train
2827,What did Louis Cartier invent for aviator Santos Dumont in 1940 ?,1,ID,train
2828,What will the California gas tax be in the year 2000 ?,5,ID,train
2829,Who directed the first Woody Woodpecker cartoon ?,3,ID,train
2830,What is the origin of the name Igor ?,2,ID,train
2831,What was the first Gilbert and Sullivan opera ?,1,ID,train
2832,"What two historical figures , who fought each other in a famous battle , each have a food named after them ?",3,ID,test
2833,What is the price for tuberculosis drugs ?,5,ID,test
2834,What was the first minimum wage ?,5,ID,train
2835,What is the difference between a college and a university ?,2,ID,train
2836,What substance did Joseph Priestley name for its ability to erase pencil marks ?,1,ID,validation
2837,What are the limits to `` self-defense ? '',2,ID,validation
2838,How can I get my product licensed by the NBA ?,2,ID,train
2839,What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',1,ID,train
2840,What effect does a prism have on light ?,2,ID,test
2841,How many people lived in Nebraska in the mid 1900s ?,5,ID,train
2842,What is software piracy ?,2,ID,train
2843,What year was Janet Jackson 's first album released ?,5,ID,test
2844,How do you calculate the change in enthalpy of a chemical reaction ?,2,ID,train
2845,Name of heroine in `` Scruples '' ?,3,ID,train
2846,How many movies has Drew Barrymore been in ?,5,ID,train
2847,What TV character sired a horse named Thunder ?,3,ID,train
2848,What are some children 's rights ?,2,ID,train
2849,What baseball player was known as Charley Hustle ?,3,ID,train
2850,Who killed Lee Harvey Oswald ?,3,ID,train
2851,What 's the symbol for the zodiacal sign Gemini ?,1,ID,train
2852,Who was Red Grange ?,3,ID,train
2853,What hockey team did Wayne Gretzky play for ?,3,ID,train
2854,What series of trials followed World War II ?,1,ID,validation
2855,What Ivy League school plays its home games at Palmer Stadium ?,3,ID,test
2856,Who invented the fax machine ?,3,ID,test
2857,How wide is the Atlantic Ocean ?,5,ID,train
2858,How is the element strontium purified ?,2,ID,validation
2859,What was the eighth day following the Nones in each month of the Roman calendar called ?,1,ID,train
2860,Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,3,ID,train
2861,What singer 's theme song was When the Moon Comes over the Mountain ?,3,ID,test
2862,How did Peabody and Sherman travel through time ?,2,ID,train
2863,Who was Santos-Dumont ?,3,ID,test
2864,How many meters are in a mile ?,5,ID,train
2865,What is a fear of money ?,1,ID,train
2866,About how many soldiers died in World War II ?,5,ID,train
2867,Who is Rocky 's and Bullwinkle 's ever-lost friend ?,3,ID,train
2868,Who is Robin Williams ?,3,ID,test
2869,Who thought he 'd never see a poem lovely as a tree ?,3,ID,train
2870,Who created `` The Muppets '' ?,3,ID,train
2871,How do you make dumplings ?,2,ID,train
2872,The operating system that runs on IBM-compatible machines is called what ?,1,ID,train
2873,What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,3,ID,test
2874,What is the name of the Family Circus 's dog ?,1,ID,test
2875,What did Martin Luther post on the church door at Wittenberg ?,1,ID,train
2876,What is the meaning of the name Kathryn ?,2,ID,train
2877,Name one of the major gods of Hinduism .,3,ID,train
2878,What should you do for an ankle sprain ?,2,ID,validation
2879,"What dropped 1 , 313 feet in 1980 ?",1,ID,train
2880,What is the name of the vaccine for chicken pox ?,1,ID,validation
2881,What two US biochemists won the Nobel Prize in medicine in 1992 ?,3,ID,train
2882,What record company was formed by Herb Alpert and Jerry Moss ?,3,ID,test
2883,What is thermal equilibrium ?,2,ID,train
2884,"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",1,ID,test
2885,What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?,3,ID,train
2886,What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,2,ID,train
2887,How many neurons are in the human brain ?,5,ID,train
2888,What is a fear of reptiles ?,1,ID,train
2889,What does Knight Ridder publish ?,1,ID,train
2890,What can one see in Reims ?,1,ID,train
2891,How is an executioner determined ?,2,ID,validation
2892,What 's the highest possible bid in Contract Bridge ?,1,ID,train
2893,What is the medical condition of hypertension ?,2,ID,train
2894,How many lakes are there on the Earth ?,5,ID,test
2895,What is Doegs ?,2,ID,validation
2896,Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?,3,ID,train
2897,How long does a fly live ?,5,ID,test
2898,What two major world religions began in India ?,1,ID,validation
2899,How many pounds are there in a stone ?,5,ID,validation
2900,What kind of poisoning is known as plumbism ?,1,ID,train
2901,What is the greatest source of `` white '' magic in the Marvel Universe ?,1,ID,train
2902,How do I find if my relatives were on the Trail of Tears ?,2,ID,train
2903,What amount of folic acid should an expectant mother take daily ?,5,ID,train
2904,How do you select wine ?,2,ID,test
2905,Who was the king who signed the Magna Carta ?,3,ID,validation
2906,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?",5,ID,train
2907,How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?,5,ID,test
2908,What is a fear of stings ?,1,ID,train
2909,Jude Law was in what movie ?,1,ID,validation
2910,What was the name of Robert Fulton 's most famous steamboat ?,1,ID,train
2911,Who is the leader of India ?,3,ID,test
2912,Who is the prophet that is most connected to the Dead Sea ?,3,ID,train
2913,What are the chances of pregnacy if the penis does not penetrate the vagina ?,5,ID,test
2914,What is infomatics ?,2,ID,train
2915,What is the purpose of BIOS ?,2,ID,train
2916,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,1,ID,test
2917,Who wrote `` The Pit and the Pendulum '' ?,3,ID,test
2918,What does a resurrectionist steal ?,1,ID,test
2919,Why did the Shea & Gould law firm leave Los Angeles ?,2,ID,train
2920,What is the best art and design school in the world ?,3,ID,train
2921,What two vegetables are combined in succotash ?,1,ID,test
2922,Who is the Incredible Hulk in reality ?,3,ID,train
2923,Which infectious disease kills the most people worldwide ?,1,ID,train
2924,What month did the Edmund Fitzgerald sink ?,5,ID,train
2925,What manufacturers are there in Texas ?,3,ID,train
2926,Who are the presidents of Mexico and Indonesia ?,3,ID,train
2927,Who played Al Jolson in the Jolson Story ?,3,ID,train
2928,What is a pig in a poke ?,2,ID,train
2929,What is a cullion ?,2,ID,test
2930,What TV detective did Craig Stevens play ?,3,ID,train
2931,What are the most common causes of death in the U.S. ?,2,ID,train
